# NEPTS  2002 NPROJ     3 NSPIN     1
#
@ XAXIS LABEL "E-EFERMI (HARTREE)"
@ YAXIS LABEL "DENSITY OF STATES (STATES/HARTREE/CELL)"
  4.7432E-01  9.9774E+00  9.9774E+00  1.8235E+01
  4.7471E-01  1.0031E+01  1.0031E+01  1.8338E+01
  4.7509E-01  1.0086E+01  1.0086E+01  1.8445E+01
  4.7547E-01  1.0141E+01  1.0141E+01  1.8554E+01
  4.7586E-01  1.0198E+01  1.0198E+01  1.8666E+01
  4.7624E-01  1.0255E+01  1.0255E+01  1.8780E+01
  4.7663E-01  1.0313E+01  1.0313E+01  1.8896E+01
  4.7701E-01  1.0371E+01  1.0371E+01  1.9014E+01
  4.7739E-01  1.0429E+01  1.0429E+01  1.9134E+01
  4.7778E-01  1.0488E+01  1.0488E+01  1.9254E+01
  4.7816E-01  1.0547E+01  1.0547E+01  1.9376E+01
  4.7854E-01  1.0606E+01  1.0606E+01  1.9498E+01
  4.7893E-01  1.0665E+01  1.0665E+01  1.9621E+01
  4.7931E-01  1.0723E+01  1.0723E+01  1.9743E+01
  4.7970E-01  1.0781E+01  1.0781E+01  1.9865E+01
  4.8008E-01  1.0838E+01  1.0838E+01  1.9987E+01
  4.8046E-01  1.0895E+01  1.0895E+01  2.0108E+01
  4.8085E-01  1.0951E+01  1.0951E+01  2.0228E+01
  4.8123E-01  1.1006E+01  1.1006E+01  2.0347E+01
  4.8161E-01  1.1060E+01  1.1060E+01  2.0463E+01
  4.8200E-01  1.1112E+01  1.1112E+01  2.0578E+01
  4.8238E-01  1.1164E+01  1.1164E+01  2.0690E+01
  4.8277E-01  1.1213E+01  1.1213E+01  2.0800E+01
  4.8315E-01  1.1262E+01  1.1262E+01  2.0907E+01
  4.8353E-01  1.1308E+01  1.1308E+01  2.1011E+01
  4.8392E-01  1.1353E+01  1.1353E+01  2.1111E+01
  4.8430E-01  1.1396E+01  1.1396E+01  2.1207E+01
  4.8468E-01  1.1436E+01  1.1436E+01  2.1300E+01
  4.8507E-01  1.1475E+01  1.1475E+01  2.1388E+01
  4.8545E-01  1.1511E+01  1.1511E+01  2.1472E+01
  4.8584E-01  1.1545E+01  1.1545E+01  2.1552E+01
  4.8622E-01  1.1576E+01  1.1576E+01  2.1626E+01
  4.8660E-01  1.1605E+01  1.1605E+01  2.1696E+01
  4.8699E-01  1.1631E+01  1.1631E+01  2.1760E+01
  4.8737E-01  1.1655E+01  1.1655E+01  2.1819E+01
  4.8775E-01  1.1675E+01  1.1675E+01  2.1872E+01
  4.8814E-01  1.1693E+01  1.1693E+01  2.1919E+01
  4.8852E-01  1.1708E+01  1.1708E+01  2.1961E+01
  4.8891E-01  1.1720E+01  1.1720E+01  2.1996E+01
  4.8929E-01  1.1729E+01  1.1729E+01  2.2026E+01
  4.8967E-01  1.1735E+01  1.1735E+01  2.2049E+01
  4.9006E-01  1.1738E+01  1.1738E+01  2.2066E+01
  4.9044E-01  1.1737E+01  1.1737E+01  2.2076E+01
  4.9082E-01  1.1734E+01  1.1734E+01  2.2080E+01
  4.9121E-01  1.1727E+01  1.1727E+01  2.2077E+01
  4.9159E-01  1.1717E+01  1.1717E+01  2.2068E+01
  4.9198E-01  1.1704E+01  1.1704E+01  2.2053E+01
  4.9236E-01  1.1688E+01  1.1688E+01  2.2030E+01
  4.9274E-01  1.1669E+01  1.1669E+01  2.2001E+01
  4.9313E-01  1.1646E+01  1.1646E+01  2.1966E+01
  4.9351E-01  1.1620E+01  1.1620E+01  2.1924E+01
  4.9389E-01  1.1591E+01  1.1591E+01  2.1876E+01
  4.9428E-01  1.1559E+01  1.1559E+01  2.1821E+01
  4.9466E-01  1.1524E+01  1.1524E+01  2.1760E+01
  4.9505E-01  1.1486E+01  1.1486E+01  2.1692E+01
  4.9543E-01  1.1445E+01  1.1445E+01  2.1619E+01
  4.9581E-01  1.1401E+01  1.1401E+01  2.1539E+01
  4.9620E-01  1.1354E+01  1.1354E+01  2.1454E+01
  4.9658E-01  1.1304E+01  1.1304E+01  2.1362E+01
  4.9696E-01  1.1252E+01  1.1252E+01  2.1265E+01
  4.9735E-01  1.1197E+01  1.1197E+01  2.1163E+01
  4.9773E-01  1.1139E+01  1.1139E+01  2.1055E+01
  4.9811E-01  1.1079E+01  1.1079E+01  2.0942E+01
  4.9850E-01  1.1016E+01  1.1016E+01  2.0825E+01
  4.9888E-01  1.0952E+01  1.0952E+01  2.0702E+01
  4.9927E-01  1.0884E+01  1.0884E+01  2.0575E+01
  4.9965E-01  1.0815E+01  1.0815E+01  2.0444E+01
  5.0003E-01  1.0744E+01  1.0744E+01  2.0308E+01
  5.0042E-01  1.0670E+01  1.0670E+01  2.0169E+01
  5.0080E-01  1.0595E+01  1.0595E+01  2.0026E+01
  5.0118E-01  1.0519E+01  1.0519E+01  1.9880E+01
  5.0157E-01  1.0440E+01  1.0440E+01  1.9730E+01
  5.0195E-01  1.0360E+01  1.0360E+01  1.9578E+01
  5.0234E-01  1.0279E+01  1.0279E+01  1.9423E+01
  5.0272E-01  1.0197E+01  1.0197E+01  1.9265E+01
  5.0310E-01  1.0113E+01  1.0113E+01  1.9106E+01
  5.0349E-01  1.0029E+01  1.0029E+01  1.8945E+01
  5.0387E-01  9.9433E+00  9.9433E+00  1.8782E+01
  5.0425E-01  9.8572E+00  9.8572E+00  1.8618E+01
  5.0464E-01  9.7705E+00  9.7705E+00  1.8453E+01
  5.0502E-01  9.6833E+00  9.6833E+00  1.8287E+01
  5.0541E-01  9.5958E+00  9.5958E+00  1.8121E+01
  5.0579E-01  9.5081E+00  9.5081E+00  1.7955E+01
  5.0617E-01  9.4204E+00  9.4204E+00  1.7788E+01
  5.0656E-01  9.3327E+00  9.3327E+00  1.7623E+01
  5.0694E-01  9.2451E+00  9.2451E+00  1.7458E+01
  5.0732E-01  9.1580E+00  9.1580E+00  1.7294E+01
  5.0771E-01  9.0712E+00  9.0712E+00  1.7131E+01
  5.0809E-01  8.9851E+00  8.9851E+00  1.6970E+01
  5.0848E-01  8.8996E+00  8.8996E+00  1.6811E+01
  5.0886E-01  8.8150E+00  8.8150E+00  1.6654E+01
  5.0924E-01  8.7314E+00  8.7314E+00  1.6499E+01
  5.0963E-01  8.6488E+00  8.6488E+00  1.6347E+01
  5.1001E-01  8.5674E+00  8.5674E+00  1.6198E+01
  5.1039E-01  8.4874E+00  8.4874E+00  1.6052E+01
  5.1078E-01  8.4088E+00  8.4088E+00  1.5909E+01
  5.1116E-01  8.3318E+00  8.3318E+00  1.5770E+01
  5.1155E-01  8.2564E+00  8.2564E+00  1.5635E+01
  5.1193E-01  8.1829E+00  8.1829E+00  1.5504E+01
  5.1231E-01  8.1112E+00  8.1112E+00  1.5378E+01
  5.1270E-01  8.0415E+00  8.0415E+00  1.5256E+01
  5.1308E-01  7.9739E+00  7.9739E+00  1.5138E+01
  5.1346E-01  7.9085E+00  7.9085E+00  1.5026E+01
  5.1385E-01  7.8454E+00  7.8454E+00  1.4919E+01
  5.1423E-01  7.7846E+00  7.7846E+00  1.4817E+01
  5.1462E-01  7.7263E+00  7.7263E+00  1.4721E+01
  5.1500E-01  7.6705E+00  7.6705E+00  1.4630E+01
  5.1538E-01  7.6174E+00  7.6174E+00  1.4546E+01
  5.1577E-01  7.5670E+00  7.5670E+00  1.4467E+01
  5.1615E-01  7.5193E+00  7.5193E+00  1.4394E+01
  5.1653E-01  7.4744E+00  7.4744E+00  1.4328E+01
  5.1692E-01  7.4325E+00  7.4325E+00  1.4268E+01
  5.1730E-01  7.3935E+00  7.3935E+00  1.4215E+01
  5.1769E-01  7.3574E+00  7.3574E+00  1.4168E+01
  5.1807E-01  7.3245E+00  7.3245E+00  1.4128E+01
  5.1845E-01  7.2946E+00  7.2946E+00  1.4094E+01
  5.1884E-01  7.2679E+00  7.2679E+00  1.4068E+01
  5.1922E-01  7.2443E+00  7.2443E+00  1.4048E+01
  5.1960E-01  7.2240E+00  7.2240E+00  1.4036E+01
  5.1999E-01  7.2068E+00  7.2068E+00  1.4030E+01
  5.2037E-01  7.1929E+00  7.1929E+00  1.4031E+01
  5.2075E-01  7.1823E+00  7.1823E+00  1.4039E+01
  5.2114E-01  7.1749E+00  7.1749E+00  1.4055E+01
  5.2152E-01  7.1708E+00  7.1708E+00  1.4077E+01
  5.2191E-01  7.1700E+00  7.1700E+00  1.4106E+01
  5.2229E-01  7.1724E+00  7.1724E+00  1.4143E+01
  5.2267E-01  7.1781E+00  7.1781E+00  1.4186E+01
  5.2306E-01  7.1871E+00  7.1871E+00  1.4236E+01
  5.2344E-01  7.1993E+00  7.1993E+00  1.4293E+01
  5.2382E-01  7.2147E+00  7.2147E+00  1.4357E+01
  5.2421E-01  7.2332E+00  7.2332E+00  1.4427E+01
  5.2459E-01  7.2550E+00  7.2550E+00  1.4505E+01
  5.2498E-01  7.2798E+00  7.2798E+00  1.4588E+01
  5.2536E-01  7.3078E+00  7.3078E+00  1.4678E+01
  5.2574E-01  7.3387E+00  7.3387E+00  1.4774E+01
  5.2613E-01  7.3727E+00  7.3727E+00  1.4877E+01
  5.2651E-01  7.4095E+00  7.4095E+00  1.4985E+01
  5.2689E-01  7.4493E+00  7.4493E+00  1.5099E+01
  5.2728E-01  7.4919E+00  7.4919E+00  1.5219E+01
  5.2766E-01  7.5372E+00  7.5372E+00  1.5345E+01
  5.2805E-01  7.5851E+00  7.5851E+00  1.5476E+01
  5.2843E-01  7.6357E+00  7.6357E+00  1.5612E+01
  5.2881E-01  7.6888E+00  7.6888E+00  1.5753E+01
  5.2920E-01  7.7444E+00  7.7444E+00  1.5900E+01
  5.2958E-01  7.8023E+00  7.8023E+00  1.6050E+01
  5.2996E-01  7.8625E+00  7.8625E+00  1.6206E+01
  5.3035E-01  7.9249E+00  7.9249E+00  1.6365E+01
  5.3073E-01  7.9894E+00  7.9894E+00  1.6529E+01
  5.3112E-01  8.0559E+00  8.0559E+00  1.6696E+01
  5.3150E-01  8.1242E+00  8.1242E+00  1.6867E+01
  5.3188E-01  8.1944E+00  8.1944E+00  1.7041E+01
  5.3227E-01  8.2663E+00  8.2663E+00  1.7218E+01
  5.3265E-01  8.3397E+00  8.3397E+00  1.7398E+01
  5.3303E-01  8.4147E+00  8.4147E+00  1.7581E+01
  5.3342E-01  8.4910E+00  8.4910E+00  1.7766E+01
  5.3380E-01  8.5685E+00  8.5685E+00  1.7954E+01
  5.3419E-01  8.6472E+00  8.6472E+00  1.8143E+01
  5.3457E-01  8.7269E+00  8.7269E+00  1.8334E+01
  5.3495E-01  8.8075E+00  8.8075E+00  1.8526E+01
  5.3534E-01  8.8889E+00  8.8889E+00  1.8719E+01
  5.3572E-01  8.9709E+00  8.9709E+00  1.8913E+01
  5.3610E-01  9.0535E+00  9.0535E+00  1.9108E+01
  5.3649E-01  9.1365E+00  9.1365E+00  1.9303E+01
  5.3687E-01  9.2198E+00  9.2198E+00  1.9498E+01
  5.3726E-01  9.3033E+00  9.3033E+00  1.9692E+01
  5.3764E-01  9.3868E+00  9.3868E+00  1.9887E+01
  5.3802E-01  9.4702E+00  9.4702E+00  2.0080E+01
  5.3841E-01  9.5535E+00  9.5535E+00  2.0273E+01
  5.3879E-01  9.6363E+00  9.6363E+00  2.0464E+01
  5.3917E-01  9.7187E+00  9.7187E+00  2.0653E+01
  5.3956E-01  9.8006E+00  9.8006E+00  2.0841E+01
  5.3994E-01  9.8817E+00  9.8817E+00  2.1027E+01
  5.4033E-01  9.9620E+00  9.9620E+00  2.1210E+01
  5.4071E-01  1.0041E+01  1.0041E+01  2.1391E+01
  5.4109E-01  1.0120E+01  1.0120E+01  2.1569E+01
  5.4148E-01  1.0197E+01  1.0197E+01  2.1744E+01
  5.4186E-01  1.0272E+01  1.0272E+01  2.1915E+01
  5.4224E-01  1.0347E+01  1.0347E+01  2.2083E+01
  5.4263E-01  1.0419E+01  1.0419E+01  2.2248E+01
  5.4301E-01  1.0490E+01  1.0490E+01  2.2408E+01
  5.4340E-01  1.0559E+01  1.0559E+01  2.2564E+01
  5.4378E-01  1.0627E+01  1.0627E+01  2.2716E+01
  5.4416E-01  1.0692E+01  1.0692E+01  2.2863E+01
  5.4455E-01  1.0755E+01  1.0755E+01  2.3006E+01
  5.4493E-01  1.0816E+01  1.0816E+01  2.3143E+01
  5.4531E-01  1.0875E+01  1.0875E+01  2.3275E+01
  5.4570E-01  1.0931E+01  1.0931E+01  2.3402E+01
  5.4608E-01  1.0985E+01  1.0985E+01  2.3523E+01
  5.4646E-01  1.1036E+01  1.1036E+01  2.3639E+01
  5.4685E-01  1.1084E+01  1.1084E+01  2.3749E+01
  5.4723E-01  1.1130E+01  1.1130E+01  2.3852E+01
  5.4762E-01  1.1173E+01  1.1173E+01  2.3950E+01
  5.4800E-01  1.1212E+01  1.1212E+01  2.4042E+01
  5.4838E-01  1.1249E+01  1.1249E+01  2.4127E+01
  5.4877E-01  1.1283E+01  1.1283E+01  2.4206E+01
  5.4915E-01  1.1313E+01  1.1313E+01  2.4278E+01
  5.4953E-01  1.1341E+01  1.1341E+01  2.4344E+01
  5.4992E-01  1.1365E+01  1.1365E+01  2.4403E+01
  5.5030E-01  1.1386E+01  1.1386E+01  2.4455E+01
  5.5069E-01  1.1403E+01  1.1403E+01  2.4501E+01
  5.5107E-01  1.1417E+01  1.1417E+01  2.4540E+01
  5.5145E-01  1.1428E+01  1.1428E+01  2.4572E+01
  5.5184E-01  1.1435E+01  1.1435E+01  2.4597E+01
  5.5222E-01  1.1439E+01  1.1439E+01  2.4616E+01
  5.5260E-01  1.1439E+01  1.1439E+01  2.4628E+01
  5.5299E-01  1.1436E+01  1.1436E+01  2.4633E+01
  5.5337E-01  1.1429E+01  1.1429E+01  2.4632E+01
  5.5376E-01  1.1419E+01  1.1419E+01  2.4625E+01
  5.5414E-01  1.1406E+01  1.1406E+01  2.4611E+01
  5.5452E-01  1.1389E+01  1.1389E+01  2.4591E+01
  5.5491E-01  1.1369E+01  1.1369E+01  2.4565E+01
  5.5529E-01  1.1346E+01  1.1346E+01  2.4532E+01
  5.5567E-01  1.1319E+01  1.1319E+01  2.4495E+01
  5.5606E-01  1.1290E+01  1.1290E+01  2.4451E+01
  5.5644E-01  1.1257E+01  1.1257E+01  2.4403E+01
  5.5683E-01  1.1221E+01  1.1221E+01  2.4349E+01
  5.5721E-01  1.1183E+01  1.1183E+01  2.4291E+01
  5.5759E-01  1.1141E+01  1.1141E+01  2.4228E+01
  5.5798E-01  1.1098E+01  1.1098E+01  2.4161E+01
  5.5836E-01  1.1051E+01  1.1051E+01  2.4090E+01
  5.5874E-01  1.1003E+01  1.1003E+01  2.4016E+01
  5.5913E-01  1.0952E+01  1.0952E+01  2.3939E+01
  5.5951E-01  1.0899E+01  1.0899E+01  2.3859E+01
  5.5990E-01  1.0845E+01  1.0845E+01  2.3778E+01
  5.6028E-01  1.0789E+01  1.0789E+01  2.3694E+01
  5.6066E-01  1.0732E+01  1.0732E+01  2.3610E+01
  5.6105E-01  1.0674E+01  1.0674E+01  2.3526E+01
  5.6143E-01  1.0615E+01  1.0615E+01  2.3441E+01
  5.6181E-01  1.0556E+01  1.0556E+01  2.3358E+01
  5.6220E-01  1.0497E+01  1.0497E+01  2.3276E+01
  5.6258E-01  1.0438E+01  1.0438E+01  2.3196E+01
  5.6297E-01  1.0379E+01  1.0379E+01  2.3119E+01
  5.6335E-01  1.0322E+01  1.0322E+01  2.3047E+01
  5.6373E-01  1.0266E+01  1.0266E+01  2.2979E+01
  5.6412E-01  1.0212E+01  1.0212E+01  2.2917E+01
  5.6450E-01  1.0160E+01  1.0160E+01  2.2861E+01
  5.6488E-01  1.0111E+01  1.0111E+01  2.2813E+01
  5.6527E-01  1.0065E+01  1.0065E+01  2.2774E+01
  5.6565E-01  1.0023E+01  1.0023E+01  2.2745E+01
  5.6604E-01  9.9861E+00  9.9861E+00  2.2727E+01
  5.6642E-01  9.9540E+00  9.9540E+00  2.2721E+01
  5.6680E-01  9.9276E+00  9.9276E+00  2.2729E+01
  5.6719E-01  9.9077E+00  9.9077E+00  2.2752E+01
  5.6757E-01  9.8950E+00  9.8950E+00  2.2792E+01
  5.6795E-01  9.8902E+00  9.8902E+00  2.2850E+01
  5.6834E-01  9.8942E+00  9.8942E+00  2.2928E+01
  5.6872E-01  9.9079E+00  9.9079E+00  2.3027E+01
  5.6910E-01  9.9321E+00  9.9321E+00  2.3150E+01
  5.6949E-01  9.9677E+00  9.9677E+00  2.3298E+01
  5.6987E-01  1.0016E+01  1.0016E+01  2.3473E+01
  5.7026E-01  1.0077E+01  1.0077E+01  2.3677E+01
  5.7064E-01  1.0154E+01  1.0154E+01  2.3913E+01
  5.7102E-01  1.0246E+01  1.0246E+01  2.4183E+01
  5.7141E-01  1.0355E+01  1.0355E+01  2.4489E+01
  5.7179E-01  1.0482E+01  1.0482E+01  2.4834E+01
  5.7217E-01  1.0629E+01  1.0629E+01  2.5220E+01
  5.7256E-01  1.0797E+01  1.0797E+01  2.5650E+01
  5.7294E-01  1.0987E+01  1.0987E+01  2.6127E+01
  5.7333E-01  1.1202E+01  1.1202E+01  2.6654E+01
  5.7371E-01  1.1414E+01  1.1414E+01  2.7174E+01
  5.7409E-01  1.1532E+01  1.1532E+01  2.7480E+01
  5.7448E-01  1.1650E+01  1.1650E+01  2.7786E+01
  5.7486E-01  1.1768E+01  1.1768E+01  2.8093E+01
  5.7524E-01  1.1885E+01  1.1885E+01  2.8400E+01
  5.7563E-01  1.2002E+01  1.2002E+01  2.8705E+01
  5.7601E-01  1.2118E+01  1.2118E+01  2.9009E+01
  5.7640E-01  1.2232E+01  1.2232E+01  2.9311E+01
  5.7678E-01  1.2345E+01  1.2345E+01  2.9609E+01
  5.7716E-01  1.2457E+01  1.2457E+01  2.9904E+01
  5.7755E-01  1.2566E+01  1.2566E+01  3.0194E+01
  5.7793E-01  1.2673E+01  1.2673E+01  3.0479E+01
  5.7831E-01  1.2777E+01  1.2777E+01  3.0757E+01
  5.7870E-01  1.2878E+01  1.2878E+01  3.1028E+01
  5.7908E-01  1.2955E+01  1.2955E+01  3.1261E+01
  5.7947E-01  1.3026E+01  1.3026E+01  3.1480E+01
  5.7985E-01  1.3092E+01  1.3092E+01  3.1689E+01
  5.8023E-01  1.3154E+01  1.3154E+01  3.1888E+01
  5.8062E-01  1.3211E+01  1.3211E+01  3.2075E+01
  5.8100E-01  1.3263E+01  1.3263E+01  3.2249E+01
  5.8138E-01  1.3309E+01  1.3309E+01  3.2410E+01
  5.8177E-01  1.3349E+01  1.3349E+01  3.2557E+01
  5.8215E-01  1.3383E+01  1.3383E+01  3.2689E+01
  5.8254E-01  1.3410E+01  1.3410E+01  3.2804E+01
  5.8292E-01  1.3431E+01  1.3431E+01  3.2902E+01
  5.8330E-01  1.3443E+01  1.3443E+01  3.2981E+01
  5.8369E-01  1.3448E+01  1.3448E+01  3.3041E+01
  5.8407E-01  1.3445E+01  1.3445E+01  3.3081E+01
  5.8445E-01  1.3433E+01  1.3433E+01  3.3100E+01
  5.8484E-01  1.3412E+01  1.3412E+01  3.3097E+01
  5.8522E-01  1.3381E+01  1.3381E+01  3.3070E+01
  5.8561E-01  1.3341E+01  1.3341E+01  3.3019E+01
  5.8599E-01  1.3291E+01  1.3291E+01  3.2943E+01
  5.8637E-01  1.3230E+01  1.3230E+01  3.2841E+01
  5.8676E-01  1.3159E+01  1.3159E+01  3.2713E+01
  5.8714E-01  1.3076E+01  1.3076E+01  3.2557E+01
  5.8752E-01  1.2983E+01  1.2983E+01  3.2372E+01
  5.8791E-01  1.2877E+01  1.2877E+01  3.2158E+01
  5.8829E-01  1.2760E+01  1.2760E+01  3.1914E+01
  5.8868E-01  1.2630E+01  1.2630E+01  3.1640E+01
  5.8906E-01  1.2489E+01  1.2489E+01  3.1334E+01
  5.8944E-01  1.2334E+01  1.2334E+01  3.0997E+01
  5.8983E-01  1.2167E+01  1.2167E+01  3.0627E+01
  5.9021E-01  1.1987E+01  1.1987E+01  3.0224E+01
  5.9059E-01  1.1794E+01  1.1794E+01  2.9789E+01
  5.9098E-01  1.1589E+01  1.1589E+01  2.9320E+01
  5.9136E-01  1.1370E+01  1.1370E+01  2.8817E+01
  5.9174E-01  1.1137E+01  1.1137E+01  2.8281E+01
  5.9213E-01  1.0892E+01  1.0892E+01  2.7711E+01
  5.9251E-01  1.0634E+01  1.0634E+01  2.7108E+01
  5.9290E-01  1.0363E+01  1.0363E+01  2.6471E+01
  5.9328E-01  1.0079E+01  1.0079E+01  2.5802E+01
  5.9366E-01  9.7832E+00  9.7832E+00  2.5099E+01
  5.9405E-01  9.4748E+00  9.4748E+00  2.4365E+01
  5.9443E-01  9.1546E+00  9.1546E+00  2.3599E+01
  5.9481E-01  8.8230E+00  8.8230E+00  2.2804E+01
  5.9520E-01  8.4804E+00  8.4804E+00  2.1978E+01
  5.9558E-01  8.1273E+00  8.1273E+00  2.1125E+01
  5.9597E-01  7.7643E+00  7.7643E+00  2.0245E+01
  5.9635E-01  7.3920E+00  7.3920E+00  1.9340E+01
  5.9673E-01  7.0113E+00  7.0113E+00  1.8411E+01
  5.9712E-01  6.6230E+00  6.6230E+00  1.7461E+01
  5.9750E-01  6.2279E+00  6.2279E+00  1.6491E+01
  5.9788E-01  5.8270E+00  5.8270E+00  1.5504E+01
  5.9827E-01  5.4213E+00  5.4213E+00  1.4503E+01
  5.9865E-01  5.0122E+00  5.0122E+00  1.3491E+01
  5.9904E-01  4.6008E+00  4.6008E+00  1.2469E+01
  5.9942E-01  4.1884E+00  4.1884E+00  1.1443E+01
  5.9980E-01  3.7767E+00  3.7767E+00  1.0415E+01
  6.0019E-01  3.3671E+00  3.3671E+00  9.3889E+00
  6.0057E-01  2.9613E+00  2.9613E+00  8.3695E+00
  6.0095E-01  2.5612E+00  2.5612E+00  7.3610E+00
  6.0134E-01  2.1686E+00  2.1686E+00  6.3681E+00
  6.0172E-01  1.7857E+00  1.7857E+00  5.3960E+00
  6.0211E-01  1.4145E+00  1.4145E+00  4.4500E+00
  6.0249E-01  1.0575E+00  1.0575E+00  3.5360E+00
  6.0287E-01  7.1712E-01  7.1712E-01  2.6601E+00
  6.0326E-01  3.9588E-01  3.9588E-01  1.8288E+00
  6.0364E-01  9.6547E-02  9.6547E-02  1.0489E+00
  6.0402E-01 -1.7797E-01 -1.7797E-01  3.2776E-01
  6.0441E-01 -4.2463E-01 -4.2463E-01 -3.2694E-01
  6.0479E-01 -6.4022E-01 -6.4022E-01 -9.0711E-01
  6.0518E-01 -8.2137E-01 -8.2137E-01 -1.4042E+00
  6.0556E-01 -9.6454E-01 -9.6454E-01 -1.8092E+00
  6.0594E-01 -1.0660E+00 -1.0660E+00 -2.1127E+00
  6.0633E-01 -1.1219E+00 -1.1219E+00 -2.3048E+00
  6.0671E-01 -1.1281E+00 -1.1281E+00 -2.3750E+00
  6.0709E-01 -1.0803E+00 -1.0803E+00 -2.3125E+00
  6.0748E-01 -9.7774E-01 -9.7774E-01 -2.1113E+00
  6.0786E-01 -8.6910E-01 -8.6910E-01 -1.8767E+00
  6.0825E-01 -7.6046E-01 -7.6046E-01 -1.6421E+00
  6.0863E-01 -6.5182E-01 -6.5182E-01 -1.4075E+00
  6.0901E-01 -5.4319E-01 -5.4319E-01 -1.1729E+00
  6.0940E-01 -4.3455E-01 -4.3455E-01 -9.3834E-01
  6.0978E-01 -3.2591E-01 -3.2591E-01 -7.0376E-01
  6.1016E-01 -2.1727E-01 -2.1727E-01 -4.6917E-01
  6.1055E-01 -1.0864E-01 -1.0864E-01 -2.3459E-01
  6.1093E-01  0.0000E+00  0.0000E+00  0.0000E+00
  6.1132E-01  0.0000E+00  0.0000E+00  0.0000E+00
# EFERMI (HARTREE)   -0.18970
