# NKPT   157 NBND     6 NSPIN     1
# NPANEL     4
#      1   (0,0,0)/8
#     40   (0,0,0)/8
#     79   (0,4,4)/8
#    118   (2,5,5)/8
#    157   (0,0,0)/8
@ WITH G0
@ G0 ON
@ TITLE "PHONON BAND STRUCTURE"
@ DEFAULT COLOR 1
@ XAXIS TICK ON
@ XAXIS TICKLABEL ON
@ XAXIS TICKLABEL CHAR SIZE 0.8
@ XAXIS TICK TYPE SPEC
@ XAXIS TICKLABEL TYPE SPEC
@ XAXIS TICK MAJOR GRID ON
@ YAXIS LABEL "E (CM-1)"
@ AUTOSCALE ONREAD YAXES
@ AUTOTICKS
@ XAXIS TICK SPEC     5
@ XAXIS TICK     0,     0.00000
@ XAXIS TICKLABEL    0,"(0,0,0)/8"
@ XAXIS TICK     1,    17.66940
@ XAXIS TICKLABEL    1,"(0,0,0)/8"
@ XAXIS TICK     2,    38.07226
@ XAXIS TICKLABEL    2,"(0,4,4)/8"
@ XAXIS TICK     3,    45.28576
@ XAXIS TICKLABEL    3,"(2,5,5)/8"
@ XAXIS TICK     4,    66.92626
@ XAXIS TICKLABEL    4,"(0,0,0)/8"
  0.17216E+02  0.10575E+02  0.13015E+02  0.13015E+02  0.15254E+03  0.15272E+03  0.15272E+03
  0.17669E+02 -0.10707E+00 -0.10707E+00 -0.10707E+00  0.15278E+03  0.15278E+03  0.15278E+03
  0.18122E+02  0.13364E+02  0.19105E+02  0.19545E+02  0.15215E+03  0.15232E+03  0.15298E+03
  0.18646E+02  0.20009E+02  0.28525E+02  0.29207E+02  0.15137E+03  0.15176E+03  0.15322E+03
  0.19169E+02  0.26609E+02  0.37787E+02  0.38736E+02  0.15032E+03  0.15098E+03  0.15353E+03
  0.19692E+02  0.33150E+02  0.46841E+02  0.48091E+02  0.14900E+03  0.14997E+03  0.15390E+03
  0.20215E+02  0.39616E+02  0.55636E+02  0.57230E+02  0.14746E+03  0.14875E+03  0.15429E+03
  0.20738E+02  0.45995E+02  0.64126E+02  0.66114E+02  0.14572E+03  0.14732E+03  0.15467E+03
  0.21261E+02  0.52273E+02  0.72266E+02  0.74705E+02  0.14384E+03  0.14567E+03  0.15500E+03
  0.21785E+02  0.58436E+02  0.80012E+02  0.82970E+02  0.14187E+03  0.14383E+03  0.15526E+03
  0.22308E+02  0.64471E+02  0.87326E+02  0.90875E+02  0.13985E+03  0.14179E+03  0.15541E+03
  0.22831E+02  0.70368E+02  0.94171E+02  0.98391E+02  0.13786E+03  0.13956E+03  0.15540E+03
  0.23354E+02  0.76112E+02  0.10052E+03  0.10549E+03  0.13594E+03  0.13716E+03  0.15520E+03
  0.23877E+02  0.81694E+02  0.10633E+03  0.11215E+03  0.13417E+03  0.13458E+03  0.15478E+03
  0.24400E+02  0.87100E+02  0.11159E+03  0.11835E+03  0.13184E+03  0.13261E+03  0.15411E+03
  0.24923E+02  0.92316E+02  0.11627E+03  0.12407E+03  0.12896E+03  0.13132E+03  0.15315E+03
  0.25447E+02  0.97324E+02  0.12037E+03  0.12596E+03  0.12929E+03  0.13034E+03  0.15190E+03
  0.25970E+02  0.10209E+03  0.12287E+03  0.12386E+03  0.12974E+03  0.13398E+03  0.15035E+03
  0.26493E+02  0.10652E+03  0.11980E+03  0.12675E+03  0.12953E+03  0.13806E+03  0.14857E+03
  0.27016E+02  0.11014E+03  0.11722E+03  0.12902E+03  0.12975E+03  0.14113E+03  0.14695E+03
  0.27539E+02  0.11055E+03  0.11753E+03  0.13031E+03  0.13077E+03  0.14140E+03  0.14725E+03
  0.28062E+02  0.10780E+03  0.12071E+03  0.13135E+03  0.13187E+03  0.13897E+03  0.14940E+03
  0.28585E+02  0.10437E+03  0.12430E+03  0.13231E+03  0.13286E+03  0.13563E+03  0.15161E+03
  0.29109E+02  0.10073E+03  0.12781E+03  0.13179E+03  0.13234E+03  0.13460E+03  0.15352E+03
  0.29632E+02  0.97017E+02  0.12752E+03  0.13115E+03  0.13183E+03  0.13667E+03  0.15507E+03
  0.30155E+02  0.93263E+02  0.12287E+03  0.13084E+03  0.13430E+03  0.13900E+03  0.15628E+03
  0.30678E+02  0.89504E+02  0.11788E+03  0.12942E+03  0.13723E+03  0.14151E+03  0.15715E+03
  0.31201E+02  0.85770E+02  0.11258E+03  0.12762E+03  0.13995E+03  0.14414E+03  0.15773E+03
  0.31724E+02  0.82094E+02  0.10702E+03  0.12551E+03  0.14245E+03  0.14684E+03  0.15805E+03
  0.32248E+02  0.78507E+02  0.10125E+03  0.12316E+03  0.14474E+03  0.14953E+03  0.15814E+03
  0.32771E+02  0.75045E+02  0.95345E+02  0.12063E+03  0.14680E+03  0.15216E+03  0.15805E+03
  0.33294E+02  0.71749E+02  0.89376E+02  0.11801E+03  0.14865E+03  0.15467E+03  0.15783E+03
  0.33817E+02  0.68663E+02  0.83448E+02  0.11539E+03  0.15027E+03  0.15701E+03  0.15750E+03
  0.34340E+02  0.65834E+02  0.77686E+02  0.11285E+03  0.15168E+03  0.15713E+03  0.15913E+03
  0.34863E+02  0.63314E+02  0.72244E+02  0.11050E+03  0.15287E+03  0.15673E+03  0.16100E+03
  0.35386E+02  0.61155E+02  0.67307E+02  0.10842E+03  0.15384E+03  0.15635E+03  0.16257E+03
  0.35910E+02  0.59410E+02  0.63095E+02  0.10670E+03  0.15459E+03  0.15603E+03  0.16383E+03
  0.36433E+02  0.58123E+02  0.59843E+02  0.10541E+03  0.15513E+03  0.15577E+03  0.16474E+03
  0.36956E+02  0.57335E+02  0.57779E+02  0.10461E+03  0.15545E+03  0.15562E+03  0.16529E+03
  0.37479E+02  0.57070E+02  0.57070E+02  0.10434E+03  0.15556E+03  0.15556E+03  0.16548E+03
  0.38002E+02 -0.10707E+00 -0.10707E+00 -0.10707E+00  0.15278E+03  0.15278E+03  0.15278E+03
  0.38525E+02  0.57600E+02  0.57600E+02  0.10445E+03  0.15547E+03  0.15547E+03  0.16539E+03
  0.38710E+02  0.58253E+02  0.58253E+02  0.10458E+03  0.15537E+03  0.15537E+03  0.16529E+03
  0.38895E+02  0.59152E+02  0.59152E+02  0.10476E+03  0.15522E+03  0.15522E+03  0.16515E+03
  0.39080E+02  0.60279E+02  0.60284E+02  0.10499E+03  0.15502E+03  0.15503E+03  0.16496E+03
  0.39265E+02  0.61618E+02  0.61629E+02  0.10527E+03  0.15479E+03  0.15479E+03  0.16473E+03
  0.39450E+02  0.63149E+02  0.63169E+02  0.10560E+03  0.15451E+03  0.15452E+03  0.16446E+03
  0.39635E+02  0.64851E+02  0.64883E+02  0.10596E+03  0.15419E+03  0.15421E+03  0.16415E+03
  0.39820E+02  0.66703E+02  0.66752E+02  0.10637E+03  0.15383E+03  0.15386E+03  0.16380E+03
  0.40005E+02  0.68683E+02  0.68757E+02  0.10682E+03  0.15343E+03  0.15348E+03  0.16340E+03
  0.40190E+02  0.70770E+02  0.70876E+02  0.10730E+03  0.15299E+03  0.15306E+03  0.16297E+03
  0.40375E+02  0.72947E+02  0.73093E+02  0.10781E+03  0.15251E+03  0.15261E+03  0.16249E+03
  0.40560E+02  0.75193E+02  0.75390E+02  0.10835E+03  0.15199E+03  0.15213E+03  0.16198E+03
  0.40745E+02  0.77493E+02  0.77752E+02  0.10890E+03  0.15143E+03  0.15163E+03  0.16142E+03
  0.40930E+02  0.79828E+02  0.80162E+02  0.10948E+03  0.15084E+03  0.15110E+03  0.16083E+03
  0.41115E+02  0.82184E+02  0.82609E+02  0.11007E+03  0.15021E+03  0.15055E+03  0.16019E+03
  0.41300E+02  0.84547E+02  0.85079E+02  0.11066E+03  0.14955E+03  0.14999E+03  0.15953E+03
  0.41485E+02  0.86903E+02  0.87561E+02  0.11126E+03  0.14885E+03  0.14941E+03  0.15882E+03
  0.41670E+02  0.89238E+02  0.90045E+02  0.11186E+03  0.14813E+03  0.14883E+03  0.15808E+03
  0.41855E+02  0.91541E+02  0.92520E+02  0.11244E+03  0.14737E+03  0.14825E+03  0.15731E+03
  0.42040E+02  0.93799E+02  0.94980E+02  0.11302E+03  0.14658E+03  0.14767E+03  0.15651E+03
  0.42225E+02  0.95999E+02  0.97414E+02  0.11357E+03  0.14577E+03  0.14709E+03  0.15568E+03
  0.42410E+02  0.98130E+02  0.99817E+02  0.11410E+03  0.14494E+03  0.14653E+03  0.15484E+03
  0.42594E+02  0.10018E+03  0.10218E+03  0.11459E+03  0.14407E+03  0.14599E+03  0.15397E+03
  0.42779E+02  0.10213E+03  0.10450E+03  0.11505E+03  0.14319E+03  0.14548E+03  0.15310E+03
  0.42964E+02  0.10397E+03  0.10677E+03  0.11547E+03  0.14229E+03  0.14499E+03  0.15222E+03
  0.43149E+02  0.10568E+03  0.10899E+03  0.11586E+03  0.14137E+03  0.14454E+03  0.15136E+03
  0.43334E+02  0.10724E+03  0.11114E+03  0.11620E+03  0.14044E+03  0.14413E+03  0.15051E+03
  0.43519E+02  0.10863E+03  0.11324E+03  0.11651E+03  0.13949E+03  0.14375E+03  0.14970E+03
  0.43704E+02  0.10983E+03  0.11526E+03  0.11680E+03  0.13854E+03  0.14340E+03  0.14894E+03
  0.43889E+02  0.11080E+03  0.11706E+03  0.11721E+03  0.13758E+03  0.14309E+03  0.14825E+03
  0.44074E+02  0.11154E+03  0.11730E+03  0.11909E+03  0.13661E+03  0.14280E+03  0.14766E+03
  0.44259E+02  0.11203E+03  0.11752E+03  0.12089E+03  0.13564E+03  0.14253E+03  0.14718E+03
  0.44444E+02  0.11229E+03  0.11768E+03  0.12262E+03  0.13467E+03  0.14229E+03  0.14683E+03
  0.44629E+02  0.11234E+03  0.11776E+03  0.12426E+03  0.13371E+03  0.14207E+03  0.14661E+03
  0.44814E+02  0.11221E+03  0.11772E+03  0.12581E+03  0.13276E+03  0.14190E+03  0.14650E+03
  0.44999E+02  0.11193E+03  0.11755E+03  0.12728E+03  0.13182E+03  0.14178E+03  0.14650E+03
  0.45184E+02  0.11151E+03  0.11724E+03  0.12867E+03  0.13089E+03  0.14173E+03  0.14657E+03
  0.45369E+02  0.11095E+03  0.11680E+03  0.12987E+03  0.13008E+03  0.14175E+03  0.14672E+03
  0.45554E+02 -0.10707E+00 -0.10707E+00 -0.10707E+00  0.15278E+03  0.15278E+03  0.15278E+03
  0.45739E+02  0.11231E+03  0.11768E+03  0.11888E+03  0.13284E+03  0.14415E+03  0.14902E+03
  0.46294E+02  0.11143E+03  0.11260E+03  0.11672E+03  0.13427E+03  0.14576E+03  0.15062E+03
  0.46849E+02  0.10600E+03  0.10960E+03  0.11532E+03  0.13576E+03  0.14742E+03  0.15224E+03
  0.47403E+02  0.99223E+02  0.10679E+03  0.11397E+03  0.13736E+03  0.14903E+03  0.15365E+03
  0.47958E+02  0.92478E+02  0.10311E+03  0.11299E+03  0.13909E+03  0.15050E+03  0.15465E+03
  0.48513E+02  0.86016E+02  0.98787E+02  0.11250E+03  0.14097E+03  0.15180E+03  0.15515E+03
  0.49068E+02  0.80145E+02  0.94030E+02  0.11259E+03  0.14302E+03  0.15286E+03  0.15511E+03
  0.49623E+02  0.75221E+02  0.89049E+02  0.11330E+03  0.14522E+03  0.15359E+03  0.15461E+03
  0.50178E+02  0.71620E+02  0.84054E+02  0.11462E+03  0.14755E+03  0.15310E+03  0.15456E+03
  0.50733E+02  0.69678E+02  0.79275E+02  0.11650E+03  0.14996E+03  0.15153E+03  0.15485E+03
  0.51288E+02  0.69598E+02  0.74963E+02  0.11887E+03  0.14950E+03  0.15238E+03  0.15493E+03
  0.51843E+02  0.71389E+02  0.71389E+02  0.12157E+03  0.14715E+03  0.15476E+03  0.15476E+03
  0.52397E+02  0.68819E+02  0.74856E+02  0.12445E+03  0.14460E+03  0.15432E+03  0.15700E+03
  0.52952E+02  0.67477E+02  0.79670E+02  0.12732E+03  0.14198E+03  0.15363E+03  0.15902E+03
  0.53507E+02  0.67502E+02  0.85455E+02  0.12991E+03  0.13947E+03  0.15268E+03  0.16072E+03
  0.54062E+02  0.68909E+02  0.91855E+02  0.13180E+03  0.13743E+03  0.15150E+03  0.16202E+03
  0.54617E+02  0.71593E+02  0.98560E+02  0.13213E+03  0.13661E+03  0.15015E+03  0.16282E+03
  0.55172E+02  0.75354E+02  0.10532E+03  0.13103E+03  0.13672E+03  0.14874E+03  0.16304E+03
  0.55727E+02  0.79952E+02  0.11193E+03  0.12977E+03  0.13632E+03  0.14737E+03  0.16259E+03
  0.56282E+02  0.85142E+02  0.11823E+03  0.12885E+03  0.13485E+03  0.14605E+03  0.16141E+03
  0.56837E+02  0.90697E+02  0.12411E+03  0.12841E+03  0.13235E+03  0.14455E+03  0.15944E+03
  0.57391E+02  0.96419E+02  0.12823E+03  0.12923E+03  0.12947E+03  0.14259E+03  0.15663E+03
  0.57946E+02  0.10212E+03  0.12472E+03  0.12928E+03  0.13423E+03  0.13993E+03  0.15297E+03
  0.58501E+02  0.10753E+03  0.12017E+03  0.13038E+03  0.13644E+03  0.13824E+03  0.14854E+03
  0.59056E+02  0.11095E+03  0.11680E+03  0.13152E+03  0.13243E+03  0.14022E+03  0.14460E+03
  0.59611E+02  0.10713E+03  0.11984E+03  0.12655E+03  0.13390E+03  0.13544E+03  0.14587E+03
  0.60166E+02  0.10080E+03  0.12018E+03  0.12451E+03  0.12822E+03  0.13603E+03  0.14807E+03
  0.60721E+02  0.93705E+02  0.11285E+03  0.11994E+03  0.12908E+03  0.13831E+03  0.14989E+03
  0.61276E+02  0.86030E+02  0.10457E+03  0.11075E+03  0.13335E+03  0.14063E+03  0.15125E+03
  0.61830E+02  0.77844E+02  0.95413E+02  0.10072E+03  0.13725E+03  0.14290E+03  0.15219E+03
  0.62385E+02  0.69193E+02  0.85430E+02  0.89931E+02  0.14077E+03  0.14504E+03  0.15278E+03
  0.62940E+02  0.60126E+02  0.74699E+02  0.78445E+02  0.14387E+03  0.14699E+03  0.15308E+03
  0.63495E+02  0.50691E+02  0.63306E+02  0.66347E+02  0.14654E+03  0.14871E+03  0.15318E+03
  0.64050E+02  0.40941E+02  0.51346E+02  0.53725E+02  0.14876E+03  0.15015E+03  0.15314E+03
  0.64605E+02  0.30936E+02  0.38924E+02  0.40676E+02  0.15050E+03  0.15129E+03  0.15303E+03
  0.65160E+02  0.20734E+02  0.26148E+02  0.27300E+02  0.15176E+03  0.15211E+03  0.15290E+03
  0.65715E+02  0.10400E+02  0.13133E+02  0.13705E+02  0.15252E+03  0.15261E+03  0.15281E+03
  0.66270E+02 -0.10707E+00 -0.10707E+00 -0.10707E+00  0.15278E+03  0.15278E+03  0.15278E+03
  0.66824E+02 -0.10707E+00 -0.10707E+00 -0.10707E+00  0.15278E+03  0.15278E+03  0.15278E+03
