E(cm-1),I
0.01,6.182207955693916e-182
0.15511830366073218,1.1182182113647819e-181
0.30023660732146434,2.0217460032292931e-181
0.4453549109821965,3.6537910410737604e-181
0.5904732146429287,6.600516195367172e-181
0.7355915183036609,1.1918707903157765e-180
0.880709821964393,2.1512829388566014e-180
1.0258281256251252,3.881351462337189e-180
1.1709464292858573,6.999797707308399e-180
1.3160647329465895,1.2618423201578931e-179
1.4611830366073217,2.2737450655852957e-179
1.606301340268054,4.095392507002427e-179
1.751419643928786,7.373375884416317e-179
1.896537947589518,1.3269492034400113e-178
2.04165625125025,2.3870378366998667e-178
2.1867745549109823,4.292214219861851e-178
2.3318928585717145,7.714726888190124e-178
2.4770111622324467,1.3860433201214712e-177
2.622129465893179,2.489144639096661e-177
2.767247769553911,4.468281683327106e-177
2.9123660732146432,8.01766737196567e-177
3.0574843768753754,1.438045432642606e-176
3.2026026805361076,2.5781860869950454e-176
3.34772098419684,4.6203299932415684e-176
3.4928392878575716,8.27653984758643e-176
3.637957591518304,1.4819778302512283e-175
3.783075895179036,2.652477352069345e-175
3.928194198839768,4.7454646548146013e-175
4.0733125025005,8.486387975793603e-175
4.218430806161233,1.5169948396042137e-174
4.363549109821965,2.7105810963507963e-174
4.508667413482697,4.841253099702528e-174
4.653785717143429,8.64311421295633e-174
4.798904020804161,1.5424098743978833e-173
4.9440223244648935,2.7513536887358705e-173
5.089140628125626,4.9058032876888154e-173
5.234258931786358,8.743612817195047e-173
5.37937723544709,1.5577178164330226e-172
5.524495539107822,2.773982630571364e-172
5.6696138427685545,4.9378258468395336e-172
5.814732146429287,8.785872185145171e-172
5.959850450090019,1.5626117092544427e-171
6.104968753750751,2.7780134797870013e-171
6.250087057411483,4.936676901684438e-171
6.3952053610722155,8.769041809417272e-171
6.540323664732948,1.556992993737429e-170
6.68544196839368,2.7633650273195637e-170
6.830560272054412,4.902379602232876e-170
6.975678575715143,8.693460743468744e-170
7.120796879375876,1.540974808857506e-169
7.265915183036608,2.730332017859009e-169
7.41103348669734,4.8356233483116964e-169
7.556151790358072,8.560646243185482e-169
7.701270094018804,1.514878203221746e-168
7.8463883976795366,2.679575287585056e-168
7.991506701340269,4.737740745491373e-168
8.136625005001001,8.373243116676483e-168
8.281743308661733,1.4792214345759796e-167
8.426861612322465,2.612099779855071e-167
8.571979915983198,4.610663368608321e-167
8.71709821964393,8.134936144163557e-167
8.862216523304662,1.434702855461991e-166
9.007334826965394,2.5292214604541173e-166
9.152453130626126,4.456858384077844e-166
9.297571434286859,7.850329618987907e-166
9.44268973794759,1.3821781744563747e-165
9.587808041608323,2.432524653771731e-165
9.732926345269055,4.279248935417443e-165
9.878044648929787,7.524799509362293e-165
10.02316295259052,1.322633126918766e-164
10.168281256251252,2.3238117312737138e-164
10.313399559911984,4.081121878891076e-164
10.458517863572716,7.164324867271926e-164
10.603636167233448,1.2571527734268051e-163
10.74875447089418,2.2050473815384952e-163
10.893872774554913,3.866026931461599e-163
11.038991078215645,6.775305856766651e-163
11.184109381876377,1.1868887586888266e-162
11.32922768553711,2.078299862455045e-162
11.474345989197841,3.637671539455132e-162
11.619464292858574,6.364376107090725e-162
11.764582596519306,1.1130259043333143e-161
11.909700900180038,1.9456816752404177e-161
12.05481920384077,3.3998157872813293e-161
12.199937507501502,5.938217012528697e-161
12.345055811162235,1.036749476054625e-160
12.490174114822967,1.8092920099276346e-160
12.635292418483699,3.156171450712422e-160
12.780410722144431,5.5033811241141294e-160
12.925529025805163,9.592143645081492e-160
13.070647329465896,1.671163104242686e-159
13.215765633126628,2.9103088822585933e-159
13.36088393678736,5.066130956169247e-159
13.506002240448092,8.815172595604045e-159
13.651120544108824,1.5332123509299742e-158
13.796238847769557,2.6655748326837887e-158
13.941357151430287,4.632298430812057e-158
14.08647545509102,8.046726917589312e-158
14.231593758751751,1.3972016063217591e-157
14.376712062412484,2.425023606876482e-157
14.521830366073216,4.207168887521063e-157
14.666948669733948,7.295935781401467e-157
14.81206697339468,1.2647047225696575e-156
14.957185277055412,2.1913631733935286e-156
15.102303580716145,3.7953921813321795e-156
15.247421884376877,6.570766576267611e-156
15.392540188037609,1.1370838757511344e-155
15.537658491698341,1.9669170454445385e-155
15.682776795359073,3.400921971419537e-155
15.827895099019806,5.877929499887764e-155
15.973013402680538,1.0154748196287416e-154
16.118131706341273,1.753601974812915e-154
16.263250010002004,3.0269829448970875e-154
16.408368313662738,5.222831360318865e-154
16.55348661732347,9.007807848229439e-154
16.698604920984202,1.5529207916117318e-153
16.843723224644933,2.6760645007937727e-153
16.988841528305667,4.6095754753196544e-153
17.133959831966397,7.93674386134041e-153
17.27907813562713,1.3659691159996357e-152
17.42419643928786,2.3499383929950293e-152
17.569314742948595,4.041002827806476e-152
17.714433046609326,6.946066118740821e-152
17.85955135027006,1.1934541876409314e-151
18.00466965393079,2.04969703753755e-151
18.149787957591524,3.518768335551995e-151
18.294906261252255,6.038217577365003e-151
18.44002456491299,1.0357237186980284e-150
18.58514286857372,1.775808649203106e-150
18.73026117223445,3.0434452464903873e-150
18.875379475895183,5.213770374277313e-150
19.020497779555914,8.928024802708506e-150
19.165616083216648,1.5281850870529397e-149
19.310734386877378,2.6146502741395067e-149
19.455852690538112,4.471655510136775e-149
19.600970994198843,7.644342745716349e-149
19.746089297859577,1.3062582442517565e-148
19.891207601520307,2.231182109238337e-148
20.03632590518104,3.8094131300270184e-148
20.18144420884177,6.501270120906018e-148
20.326562512502505,1.1090609868004018e-147
20.471680816163236,1.8911663297893804e-147
20.61679911982397,3.223451252104832e-147
20.7619174234847,5.491987847273934e-147
20.907035727145434,9.353089913706324e-147
21.052154030806165,1.592200412883225e-146
21.1972723344669,2.7093021154938945e-146
21.34239063812763,4.608230786929582e-146
21.487508941788363,7.8348031104811455e-146
21.632627245449093,1.3314934492997866e-145
21.777745549109827,2.2618669887923235e-145
21.922863852770558,3.840715794555971e-145
22.06798215643129,6.518900639802301e-145
22.213100460092022,1.1059961951373282e-144
22.358218763752756,1.8756421562923237e-144
22.503337067413486,3.1795335986828724e-144
22.64845537107422,5.387582493459154e-144
22.79357367473495,9.125181861082926e-144
22.938691978395685,1.5449207456876754e-143
23.083810282056415,2.614495885156737e-143
23.22892858571715,4.422693074389901e-143
23.37404688937788,7.478297204082316e-143
23.519165193038614,1.2639669601813686e-142
23.664283496699344,2.1354322806693805e-142
23.809401800360078,3.6062262173383974e-142
23.95452010402081,6.087475275043075e-142
24.099638407681542,1.0271610326907756e-141
24.244756711342273,1.7324349687212886e-141
24.389875015003007,2.9207368383885085e-141
24.534993318663737,4.922038386957909e-141
24.68011162232447,8.291147581562992e-141
24.8252299259852,1.3960512950164598e-140
24.970348229645936,2.3496608844576357e-140
25.115466533306666,3.952993310786723e-140
25.2605848369674,6.647587351516414e-140
25.40570314062813,1.1174268620661658e-139
25.550821444288864,1.8775488389879886e-139
25.695939747949595,3.153410136236215e-139
25.84105805161033,5.2940343743623506e-139
25.98617635527106,8.884032436021539e-139
26.131294658931793,1.490220712040352e-138
26.276412962592524,2.4986655896064978e-138
26.421531266253258,4.1877693861930116e-138
